wordform,sum_freq,norm_freq,log_freq,sqrt_freq,Moby_pron,Rep_P,Rep_O
bane,546,1.213333333,0.072687194,23.36664289,b/eI/n,_/_/b/e/n/_/_/,_/_/b/a/n/e/_/_/
bang,4936,10.96888889,0.227101666,70.25667228,b/&/N/,_/_/b/@/G/_/_/,_/_/b/a/n/g/_/_/
bangs,1716,3.813333333,0.14376333,41.42463035,b/&/N/z,_/_/b/@/G/z/_/,_/_/b/a/n/g/s/_/
bank,46389,103.0866667,0.424982291,100,b/&/N/k,_/_/b/@/G/k/_/,_/_/b/a/n/k/_/_/
banks,23894,53.09777778,0.365109721,100,b/&/N/ks,_/_/b/@/G/k/s/,_/_/b/a/n/k/s/_/
banns,19,0.042222222,0.05,4.358898944,b/&/nz,_/_/b/@/n/z/_/,_/_/b/a/n/n/s/_/
bans,1207,2.682222222,0.119256125,34.74190553,b/&/nz,_/_/b/@/n/z/_/,_/_/b/a/n/s/_/_/
bar,35898,79.77333333,0.401783035,100,b/A/r,_/_/b/a/r/_/_/,_/_/b/a/r/_/_/_/
barb,87,0.193333333,0.05,9.327379053,b/A/rb,_/_/b/a/r/b/_/,_/_/b/a/r/b/_/_/
barbed,1340,2.977777778,0.126319629,36.60601044,b/A/rbd,_/_/b/a/r/b/d/,_/_/b/a/r/b/e/d/
bard,887,1.971111111,0.099624588,29.78254522,b/A/rd,_/_/b/a/r/d/_/,_/_/b/a/r/d/_/_/
bare,10665,23.7,0.293384048,100,b/@/r,_/_/b/E/r/_/_/,_/_/b/a/r/e/_/_/
barf,119,0.264444444,0.05,10.90871211,b/&/f,_/_/b/@/r/f/_/,_/_/b/a/r/f/_/_/
barge,1353,3.006666667,0.126981666,36.78314832,b/A/r/dZ/,_/_/b/a/r/J/_/,_/_/b/a/r/g/e/_/
bark,4102,9.115555556,0.211710062,64.04685785,b/A/rk,_/_/b/a/r/k/_/,_/_/b/a/r/k/_/_/
barn,6802,15.11555556,0.254316998,82.4742384,b/A/rn,_/_/b/a/r/n/_/,_/_/b/a/r/n/_/_/
baron,2720,6.044444444,0.178606488,52.15361924,bAr/O/N,_/b/r/a/_/_/_/,_/_/b/a/r/o/n/_/
barque,32,0.071111111,0.05,5.656854249,b/A/rk,_/_/b/a/r/k/_/,_/_/b/a/r/q/u/e/
barred,2813,6.251111111,0.181251903,53.03772242,b/A/rd,_/_/b/a/r/d/_/,_/_/b/a/r/r/e/d/
base,42456,94.34666667,0.416958379,100,b/eI/s,_/_/b/e/s/_/_/,_/_/b/a/s/e/_/_/
bash,1192,2.648888889,0.118424158,34.525353,b/&/S/,_/_/b/@/S/_/_/,_/_/b/a/s/h/_/_/
bask,439,0.975555556,0.06228958,20.95232684,b/&/sk,_/_/b/@/s/k/_/,_/_/b/a/s/k/_/_/
basque,910,2.022222222,0.101185044,30.16620626,b/&/sk,_/_/b/@/s/k/_/,_/_/b/a/s/q/u/e/
bass,8751,19.44666667,0.276094335,93.54677974,b/&/s,_/_/b/@/s/_/_/,_/_/b/a/s/s/_/_/
bast,22,0.048888889,0.05,4.69041576,b/&/st,_/_/b/@/s/t/_/,_/_/b/a/s/t/_/_/
baste,271,0.602222222,0.05,16.46207763,b/eI/st,_/_/b/e/s/t/_/,_/_/b/a/s/t/e/_/
bat,6641,14.75777778,0.252263008,81.49233093,b/&/t,_/_/b/@/t/_/_/,_/_/b/a/t/_/_/_/
batch,2597,5.771111111,0.174985933,50.96076922,b/&/tS/,_/_/b/@/C/_/_/,_/_/b/a/t/c/h/_/
bath,6435,14.3,0.249565828,80.21845174,b/&/T/,_/_/b/@/T/_/_/,_/_/b/a/t/h/_/_/
bathe,1004,2.231111111,0.107299524,31.68595904,b/eI/D/,_/_/b/e/D/_/_/,_/_/b/a/t/h/e/_/
baths,1826,4.057777778,0.148295406,42.73172124,b/&/D/z,_/_/b/@/T/z/_/,_/_/b/a/t/h/s/_/
bats,3398,7.551111111,0.196338872,58.29236657,b/&/ts,_/_/b/@/t/s/_/,_/_/b/a/t/s/_/_/
batt,99,0.22,0.05,9.949874371,b/&/t,_/_/b/@/t/_/_/,_/_/b/a/t/t/_/_/
baud,67,0.148888889,0.05,8.185352772,b/O/d,_/_/b/a/d/_/_/,_/_/b/a/u/d/_/_/
bawd,30,0.066666667,0.05,5.477225575,b/O/d,_/_/b/a/d/_/_/,_/_/b/a/w/d/_/_/
bawl,95,0.211111111,0.05,9.746794345,b/O/l,_/_/b/a/l/_/_/,_/_/b/a/w/l/_/_/
bay,36297,80.66,0.402781847,100,b/eI/,_/_/b/e/_/_/_/,_/_/b/a/y/_/_/_/
be,2118716,4708.257778,0.773740232,100,b/i/,_/_/b/i/_/_/_/,_/_/b/e/_/_/_/_/
beach,34003,75.56222222,0.396884483,100,b/i/tS/,_/_/b/i/C/_/_/,_/_/b/e/a/c/h/_/
bead,1320,2.933333333,0.125291663,36.33180425,b/i/d,_/_/b/i/d/_/_/,_/_/b/e/a/d/_/_/
beak,1095,2.433333333,0.112853352,33.09078422,b/i/k,_/_/b/i/k/_/_/,_/_/b/e/a/k/_/_/
beaked,86,0.191111111,0.05,9.273618495,b/i/kt,_/_/b/i/k/t/_/,_/_/b/e/a/k/e/d/
beam,6127,13.61555556,0.245378749,78.2751557,b/i/m,_/_/b/i/m/_/_/,_/_/b/e/a/m/_/_/
bean,5834,12.96444444,0.241209458,76.38062582,b/i/n,_/_/b/i/n/_/_/,_/_/b/e/a/n/_/_/
bear,27053,60.11777778,0.376272144,100,b/@/r,_/_/b/E/r/_/_/,_/_/b/e/a/r/_/_/
beard,5819,12.93111111,0.240990814,76.28237018,b/i/rd,_/_/b/i/r/d/_/,_/_/b/e/a/r/d/_/
beast,5284,11.74222222,0.232829765,72.69112738,b/i/st,_/_/b/i/s/t/_/,_/_/b/e/a/s/t/_/
beat,40519,90.04222222,0.412732,100,b/i/t,_/_/b/i/t/_/_/,_/_/b/e/a/t/_/_/
beau,1459,3.242222222,0.132208156,38.19685851,b/oU/,_/_/b/o/_/_/_/,_/_/b/e/a/u/_/_/
beaus,43,0.095555556,0.05,6.557438524,b/oU/z,_/_/b/o/z/_/_/,_/_/b/e/a/u/s/_/
beaut,51,0.113333333,0.05,7.141428429,b/j/u/t,_/_/b/W/t/_/_/,_/_/b/e/a/u/t/_/
beaux,119,0.264444444,0.05,10.90871211,b/oU/z,_/_/b/o/z/_/_/,_/_/b/e/a/u/x/_/
beck,194,0.431111111,0.05,13.92838828,b/E/k,_/_/b/E/k/_/_/,_/_/b/e/c/k/_/_/
bed,60817,135.1488889,0.449549125,100,b/E/d,_/_/b/E/d/_/_/,_/_/b/e/d/_/_/_/
beds,8006,17.79111111,0.268369461,89.47625383,b/E/dz,_/_/b/E/d/z/_/,_/_/b/e/d/s/_/_/
bee,3642,8.093333333,0.201963584,60.34898508,b/i/,_/_/b/i/_/_/_/,_/_/b/e/e/_/_/_/
beech,634,1.408888889,0.080433111,25.17935662,b/i/tS/,_/_/b/i/C/_/_/,_/_/b/e/e/c/h/_/
beef,9843,21.87333333,0.286354888,99.21189445,b/i/f,_/_/b/i/f/_/_/,_/_/b/e/e/f/_/_/
been,900765,2001.7,0.695514868,100,b/I/n,_/_/b/E/n/_/_/,_/_/b/e/e/n/_/_/
beep,975,2.166666667,0.105456355,31.22498999,b/i/p,_/_/b/i/p/_/_/,_/_/b/e/e/p/_/_/
beer,19829,44.06444444,0.348394903,100,b/i/r,_/_/b/i/r/_/_/,_/_/b/e/e/r/_/_/
beers,2765,6.144444444,0.179896082,52.5832673,b/i/rz,_/_/b/i/r/z/_/,_/_/b/e/e/r/s/_/
beet,754,1.675555556,0.09003857,27.45906044,b/i/t,_/_/b/i/t/_/_/,_/_/b/e/e/t/_/_/
beg,3225,7.166666667,0.192130387,56.78908346,b/E/g,_/_/b/E/g/_/_/,_/_/b/e/g/_/_/_/
beige,1512,3.36,0.134713539,38.88444419,b/eI/Z/,_/_/b/e/B/_/_/,_/_/b/e/i/g/e/_/
belch,209,0.464444444,0.05,14.45683229,b/E/l/tS/,_/_/b/E/l/C/_/,_/_/b/e/l/c/h/_/
bell,9238,20.52888889,0.280812906,96.11451503,b/E/l,_/_/b/E/l/_/_/,_/_/b/e/l/l/_/_/
belle,401,0.891111111,0.058292917,20.02498439,b/E/l,_/_/b/E/l/_/_/,_/_/b/e/l/l/e/_/
belt,12908,28.68444444,0.310201366,100,b/E/lt,_/_/b/E/l/t/_/,_/_/b/e/l/t/_/_/
bench,11316,25.14666667,0.298591406,100,b/E/n/tS/,_/_/b/E/n/C/_/,_/_/b/e/n/c/h/_/
bend,7952,17.67111111,0.267783345,89.17398724,b/E/nd,_/_/b/E/n/d/_/,_/_/b/e/n/d/_/_/
bent,11461,25.46888889,0.299711981,100,b/E/nt,_/_/b/E/n/t/_/,_/_/b/e/n/t/_/_/
berm,248,0.551111111,0.05,15.74801575,b/@/rm,_/_/b/^/r/m/_/,_/_/b/e/r/m/_/_/
berth,1515,3.366666667,0.134853322,38.92300091,b/@/r/T/,_/_/b/^/r/T/_/,_/_/b/e/r/t/h/_/
best,192300,427.3333333,0.55440835,100,b/E/st,_/_/b/E/s/t/_/,_/_/b/e/s/t/_/_/
bet,16265,36.14444444,0.33071216,100,b/E/t,_/_/b/E/t/_/_/,_/_/b/e/t/_/_/_/
bey,43,0.095555556,0.05,6.557438524,b/eI/,_/_/b/e/_/_/_/,_/_/b/e/y/_/_/_/
bib,348,0.773333333,0.052409914,18.65475811,b/I/b,_/_/b/I/b/_/_/,_/_/b/i/b/_/_/_/
bid,9295,20.65555556,0.281349604,96.41058033,b/I/d,_/_/b/I/d/_/_/,_/_/b/i/d/_/_/_/
bide,176,0.391111111,0.05,13.26649916,b/aI/d,_/_/b/Y/d/_/_/,_/_/b/i/d/e/_/_/
bier,144,0.32,0.05,12,b/i/r,_/_/b/i/r/_/_/,_/_/b/i/e/r/_/_/
biff,37,0.082222222,0.05,6.08276253,b/I/f,_/_/b/I/f/_/_/,_/_/b/i/f/f/_/_/
big,208010,462.2444444,0.561576725,100,b/I/g,_/_/b/I/g/_/_/,_/_/b/i/g/_/_/_/
bight,59,0.131111111,0.05,7.681145748,b/aI/t,_/_/b/Y/t/_/_/,_/_/b/i/g/h/t/_/
bike,15667,34.81555556,0.327379078,100,b/aI/k,_/_/b/Y/k/_/_/,_/_/b/i/k/e/_/_/
bile,693,1.54,0.085281837,26.32489316,b/aI/l,_/_/b/Y/l/_/_/,_/_/b/i/l/e/_/_/
bilge,235,0.522222222,0.05,15.32970972,b/I/l/dZ/,_/_/b/I/l/J/_/,_/_/b/i/l/g/e/_/
bilk,38,0.084444444,0.05,6.164414003,b/I/lk,_/_/b/I/l/k/_/,_/_/b/i/l/k/_/_/
bill,47367,105.26,0.426872894,100,b/I/l,_/_/b/I/l/_/_/,_/_/b/i/l/l/_/_/
bind,2366,5.257777778,0.167773013,48.64154603,b/aI/nd,_/_/b/Y/n/d/_/,_/_/b/i/n/d/_/_/
binge,1320,2.933333333,0.125291663,36.33180425,b/I/n/dZ/,_/_/b/I/n/J/_/,_/_/b/i/n/g/e/_/
birch,1132,2.515555556,0.115018504,33.64520768,b/@/r/tS/,_/_/b/^/r/C/_/,_/_/b/i/r/c/h/_/
bird,18404,40.89777778,0.341729016,100,b/@/rd,_/_/b/^/r/d/_/,_/_/b/i/r/d/_/_/
birth,26011,57.80222222,0.37273859,100,b/@/r/T/,_/_/b/^/r/T/_/,_/_/b/i/r/t/h/_/
bis,420,0.933333333,0.060313071,20.49390153,b/I/s,_/_/b/I/s/_/_/,_/_/b/i/s/_/_/_/
bisque,241,0.535555556,0.05,15.5241747,b/I/sk,_/_/b/I/s/k/_/,_/_/b/i/s/q/u/e/
bit,83091,184.6466667,0.477919206,100,b/I/t,_/_/b/I/t/_/_/,_/_/b/i/t/_/_/_/
bitch,4786,10.63555556,0.224517574,69.18092223,b/I/tS/,_/_/b/I/C/_/_/,_/_/b/i/t/c/h/_/
bite,9349,20.77555556,0.281855168,96.69022701,b/aI/t,_/_/b/Y/t/_/_/,_/_/b/i/t/e/_/_/
biz,662,1.471111111,0.082766265,25.72936066,b/I/z,_/_/b/I/z/_/_/,_/_/b/i/z/_/_/_/
blab,72,0.16,0.05,8.485281374,bl/&/b,_/b/l/@/b/_/_/,_/b/l/a/b/_/_/_/
black,171771,381.7133333,0.544105384,100,bl/&/k,_/b/l/@/k/_/_/,_/b/l/a/c/k/_/_/
blade,8198,18.21777778,0.270423534,90.54280756,bl/eI/d,_/b/l/e/d/_/_/,_/b/l/a/d/e/_/_/
blah,1576,3.502222222,0.137650217,39.69886648,bl/A/,_/b/l/a/_/_/_/,_/b/l/a/h/_/_/_/
blame,17718,39.37333333,0.33833817,100,bl/eI/m,_/b/l/e/m/_/_/,_/b/l/a/m/e/_/_/
blamed,5887,13.08222222,0.241977843,76.72678802,bl/eI/md,_/b/l/e/m/d/_/,_/b/l/a/m/e/d/_/
blanch,282,0.626666667,0.05,16.79285562,bl/&/n/tS/,_/b/l/@/n/C/_/,_/b/l/a/n/c/h/_/
bland,1634,3.631111111,0.140232531,40.42276586,bl/&/nd,_/b/l/@/n/d/_/,_/b/l/a/n/d/_/_/
blank,7352,16.33777778,0.261005029,85.74380444,bl/&/N/k,_/b/l/@/G/k/_/,_/b/l/a/n/k/_/_/
blare,267,0.593333333,0.05,16.34013464,bl/@/r,_/b/l/E/r/_/_/,_/b/l/a/r/e/_/_/
blast,6607,14.68222222,0.251823285,81.28345465,bl/&/st,_/b/l/@/s/t/_/,_/b/l/a/s/t/_/_/
blaze,2027,4.504444444,0.156037911,45.02221674,bl/eI/z,_/b/l/e/z/_/_/,_/b/l/a/z/e/_/_/
bleach,949,2.108888889,0.103771684,30.8058436,bl/i/tS/,_/b/l/i/C/_/_/,_/b/l/e/a/c/h/_/
bleak,2628,5.84,0.175912024,51.26402247,bl/i/k,_/b/l/i/k/_/_/,_/b/l/e/a/k/_/_/
bleat,136,0.302222222,0.05,11.66190379,bl/i/t,_/b/l/i/t/_/_/,_/b/l/e/a/t/_/_/
bled,1073,2.384444444,0.111541246,32.75667871,bl/E/d,_/b/l/E/d/_/_/,_/b/l/e/d/_/_/_/
bleed,1462,3.248888889,0.132351817,38.23610859,bl/i/d,_/b/l/i/d/_/_/,_/b/l/e/e/d/_/_/
bleep,380,0.844444444,0.056006958,19.49358869,bl/i/p,_/b/l/i/p/_/_/,_/b/l/e/e/p/_/_/
blend,7135,15.85555556,0.258424381,84.4689292,bl/E/nd,_/b/l/E/n/d/_/,_/b/l/e/n/d/_/_/
bless,3617,8.037777778,0.201402925,60.14149982,bl/E/s,_/b/l/E/s/_/_/,_/b/l/e/s/s/_/_/
blew,8555,19.01111111,0.274124398,92.493243,bl/u/,_/b/l/u/_/_/_/,_/b/l/e/w/_/_/_/
blight,886,1.968888889,0.099556134,29.76575213,bl/aI/t,_/b/l/Y/t/_/_/,_/b/l/i/g/h/t/_/
blimp,224,0.497777778,0.05,14.96662955,bl/I/mp,_/b/l/I/m/p/_/,_/b/l/i/m/p/_/_/
blind,15226,33.83555556,0.324840859,100,bl/aI/nd,_/b/l/Y/n/d/_/,_/b/l/i/n/d/_/_/
blink,2355,5.233333333,0.167414938,48.52834223,bl/I/N/k,_/b/l/I/G/k/_/,_/b/l/i/n/k/_/_/
blip,626,1.391111111,0.079755419,25.01999201,bl/I/p,_/b/l/I/p/_/_/,_/b/l/i/p/_/_/_/
bliss,1927,4.282222222,0.152267785,43.89760814,bl/I/s,_/b/l/I/s/_/_/,_/b/l/i/s/s/_/_/
blithe,208,0.462222222,0.05,14.4222051,bl/aI/D/,_/b/l/Y/D/_/_/,_/b/l/i/t/h/e/_/
blitz,1229,2.731111111,0.120462819,35.05709629,bl/I/ts,_/b/l/I/t/s/_/,_/b/l/i/t/z/_/_/
bloat,176,0.391111111,0.05,13.26649916,bl/oU/t,_/b/l/o/t/_/_/,_/b/l/o/a/t/_/_/
blob,554,1.231111111,0.073419102,23.53720459,bl/A/b,_/b/l/a/b/_/_/,_/b/l/o/b/_/_/_/
bloc,1948,4.328888889,0.153072501,44.13615298,bl/A/k,_/b/l/a/k/_/_/,_/b/l/o/c/_/_/_/
block,30847,68.54888889,0.388094879,100,bl/A/k,_/b/l/a/k/_/_/,_/b/l/o/c/k/_/_/
bloke,199,0.442222222,0.05,14.10673598,bl/oU/k,_/b/l/o/k/_/_/,_/b/l/o/k/e/_/_/
blond,6661,14.80222222,0.252520685,81.61494961,bl/A/nd,_/b/l/a/n/d/_/,_/b/l/o/n/d/_/_/
blonde,4040,8.977777778,0.210455396,63.56099433,bl/A/nd,_/b/l/a/n/d/_/,_/b/l/o/n/d/e/_/
blood,64644,143.6533333,0.455092476,100,bl/@/d,_/b/l/^/d/_/_/,_/b/l/o/o/d/_/_/
bloom,3164,7.031111111,0.190599066,56.24944444,bl/u/m,_/b/l/u/m/_/_/,_/b/l/o/o/m/_/_/
blot,643,1.428888889,0.081189562,25.35744467,bl/A/t,_/b/l/a/t/_/_/,_/b/l/o/t/_/_/_/
blotch,101,0.224444444,0.05,10.04987562,bl/A/tS/,_/b/l/a/C/_/_/,_/b/l/o/t/c/h/_/
blouse,3205,7.122222222,0.191631133,56.61271942,bl/AU/s,_/b/l/A/s/_/_/,_/b/l/o/u/s/e/_/
blow,14674,32.60888889,0.321561197,100,bl/oU/,_/b/l/o/_/_/_/,_/b/l/o/w/_/_/_/
blown,5898,13.10666667,0.242136514,76.79843748,bl/oU/n,_/b/l/o/n/_/_/,_/b/l/o/w/n/_/_/
blue,58783,130.6288889,0.446460257,100,bl/u/,_/b/l/u/_/_/_/,_/b/l/u/e/_/_/_/
blues,9143,20.31777778,0.279911352,95.61903576,bl/u/z,_/b/l/u/z/_/_/,_/b/l/u/e/s/_/_/
bluff,2226,4.946666667,0.163107646,47.18050445,bl/@/f,_/b/l/^/f/_/_/,_/b/l/u/f/f/_/_/
blunt,3123,6.94,0.189555223,55.88380803,bl/@/nt,_/b/l/^/n/t/_/,_/b/l/u/n/t/_/_/
blur,2814,6.253333333,0.181279937,53.04714884,bl/@/r,_/b/l/^/r/_/_/,_/b/l/u/r/_/_/_/
blurb,163,0.362222222,0.05,12.76714533,bl/@/rb,_/b/l/^/r/b/_/,_/b/l/u/r/b/_/_/
blurt,236,0.524444444,0.05,15.3622915,bl/@/rt,_/b/l/^/r/t/_/,_/b/l/u/r/t/_/_/
blush,1939,4.308888889,0.152728489,44.03407771,bl/@/S/,_/b/l/^/S/_/_/,_/b/l/u/s/h/_/_/
boar,790,1.755555556,0.092733992,28.10693865,b/oU/r,_/_/b/o/r/_/_/,_/_/b/o/a/r/_/_/
board,59258,131.6844444,0.447190989,100,b/oU/rd,_/_/b/o/r/d/_/,_/_/b/o/a/r/d/_/
boast,1805,4.011111111,0.147447354,42.48529157,b/oU/st,_/_/b/o/s/t/_/,_/_/b/o/a/s/t/_/
boat,27558,61.24,0.377936777,100,b/oU/t,_/_/b/o/t/_/_/,_/_/b/o/a/t/_/_/
bob,1271,2.824444444,0.122723226,35.65108694,b/A/b,_/_/b/a/b/_/_/,_/_/b/o/b/_/_/_/
bod,258,0.573333333,0.05,16.0623784,b/A/d,_/_/b/a/d/_/_/,_/_/b/o/d/_/_/_/
bode,397,0.882222222,0.057861877,19.92485885,b/oU/d,_/_/b/o/d/_/_/,_/_/b/o/d/e/_/_/
bog,919,2.042222222,0.101788485,30.31501278,b/A/g,_/_/b/a/g/_/_/,_/_/b/o/g/_/_/_/
boil,6933,15.40666667,0.255954886,83.26463835,b/Oi/l,_/_/b/O/l/_/_/,_/_/b/o/i/l/_/_/
boiled,2440,5.422222222,0.170146126,49.39635614,b/Oi/ld,_/_/b/O/l/d/_/,_/_/b/o/i/l/e/d/
bold,7257,16.12666667,0.2598842,85.18802733,b/oU/ld,_/_/b/o/l/d/_/,_/_/b/o/l/d/_/_/
bole,57,0.126666667,0.05,7.549834435,b/oU/l,_/_/b/o/l/_/_/,_/_/b/o/l/e/_/_/
boll,315,0.7,0.05,17.74823935,b/oU/l,_/_/b/o/l/_/_/,_/_/b/o/l/l/_/_/
bolt,3618,8.04,0.201425417,60.14981297,b/oU/lt,_/_/b/o/l/t/_/,_/_/b/o/l/t/_/_/
bomb,15314,34.03111111,0.325353007,100,b/A/m,_/_/b/a/m/_/_/,_/_/b/o/m/b/_/_/
bond,12298,27.32888889,0.305925119,100,b/A/nd,_/_/b/a/n/d/_/,_/_/b/o/n/d/_/_/
bone,15659,34.79777778,0.327333655,100,b/oU/n,_/_/b/o/n/_/_/,_/_/b/o/n/e/_/_/
boned,167,0.371111111,0.05,12.92284798,b/oU/nd,_/_/b/o/n/d/_/,_/_/b/o/n/e/d/_/
bong,186,0.413333333,0.05,13.6381817,b/A/N/,_/_/b/a/G/_/_/,_/_/b/o/n/g/_/_/
boo,708,1.573333333,0.086474657,26.60826939,b/u/,_/_/b/u/_/_/_/,_/_/b/o/o/_/_/_/
boob,230,0.511111111,0.05,15.16575089,b/u/b,_/_/b/u/b/_/_/,_/_/b/o/o/b/_/_/
book,120145,266.9888889,0.511504482,100,b/U/k,_/_/b/U/k/_/_/,_/_/b/o/o/k/_/_/
boom,10095,22.43333333,0.288567778,100,b/u/m,_/_/b/u/m/_/_/,_/_/b/o/o/m/_/_/
boon,1328,2.951111111,0.125704236,36.44173432,b/u/n,_/_/b/u/n/_/_/,_/_/b/o/o/n/_/_/
boor,42,0.093333333,0.05,6.480740698,b/U/r,_/_/b/U/r/_/_/,_/_/b/o/o/r/_/_/
boost,9284,20.63111111,0.281246276,96.35351576,b/u/st,_/_/b/u/s/t/_/,_/_/b/o/o/s/t/_/
boot,6535,14.52222222,0.250885072,80.83934686,b/u/t,_/_/b/u/t/_/_/,_/_/b/o/o/t/_/_/
booth,5360,11.91111111,0.234034406,73.21202087,b/u/T/,_/_/b/u/T/_/_/,_/_/b/o/o/t/h/_/
boots,12597,27.99333333,0.308046162,100,b/u/ts,_/_/b/u/t/s/_/,_/_/b/o/o/t/s/_/
booze,1513,3.362222222,0.134760157,38.89730068,b/u/z,_/_/b/u/z/_/_/,_/_/b/o/o/z/e/_/
bop,296,0.657777778,0.05,17.20465053,b/A/p,_/_/b/a/p/_/_/,_/_/b/o/p/_/_/_/
bore,4978,11.06222222,0.227812322,70.55494313,b/oU/r,_/_/b/o/r/_/_/,_/_/b/o/r/e/_/_/
born,41952,93.22666667,0.415877344,100,b/O/rn,_/_/b/o/r/n/_/,_/_/b/o/r/n/_/_/
borne,2226,4.946666667,0.163107646,47.18050445,b/oU/rn,_/_/b/o/r/n/_/,_/_/b/o/r/n/e/_/
boss,14645,32.54444444,0.321385602,100,b/A/s,_/_/b/a/s/_/_/,_/_/b/o/s/s/_/_/
bot,424,0.942222222,0.060732741,20.59126028,b/A/t,_/_/b/a/t/_/_/,_/_/b/o/t/_/_/_/
botch,108,0.24,0.05,10.39230485,b/A/tS/,_/_/b/a/C/_/_/,_/_/b/o/t/c/h/_/
both,287367,638.5933333,0.591088716,100,b/oU/T/,_/_/b/o/T/_/_/,_/_/b/o/t/h/_/_/
bots,341,0.757777778,0.051603847,18.46618531,b/A/ts,_/_/b/a/t/s/_/,_/_/b/o/t/s/_/_/
bough,182,0.404444444,0.05,13.49073756,b/AU/,_/_/b/A/_/_/_/,_/_/b/o/u/g/h/_/
bought,33151,73.66888889,0.3945936,100,b/O/t,_/_/b/a/t/_/_/,_/_/b/o/u/g/h/t/
bounce,3339,7.42,0.194925254,57.78408085,b/AU/ns,_/_/b/A/n/s/_/,_/_/b/o/u/n/c/e/
bound,11836,26.30222222,0.302547932,100,b/AU/nd,_/_/b/A/n/d/_/,_/_/b/o/u/n/d/_/
bout,3104,6.897777778,0.189067423,55.71355311,b/AU/t,_/_/b/A/t/_/_/,_/_/b/o/u/t/_/_/
bow,8345,18.54444444,0.271965592,91.35097153,b/AU/,_/_/b/A/_/_/_/,_/_/b/o/w/_/_/_/
bowed,3242,7.204444444,0.192552621,56.93856338,b/oU/d,_/_/b/o/d/_/_/,_/_/b/o/w/e/d/_/
bowl,33501,74.44666667,0.395541643,100,b/oU/l,_/_/b/o/l/_/_/,_/_/b/o/w/l/_/_/
box,46763,103.9177778,0.425709903,100,b/A/ks,_/_/b/a/k/s/_/,_/_/b/o/x/_/_/_/
boy,73088,162.4177778,0.46625126,100,b/Oi/,_/_/b/O/_/_/_/,_/_/b/o/y/_/_/_/
bra,2341,5.202222222,0.16695717,48.38388161,br/A/,_/b/r/a/_/_/_/,_/b/r/a/_/_/_/_/
brace,2124,4.72,0.159552236,46.08687449,br/eI/s,_/b/r/e/s/_/_/,_/b/r/a/c/e/_/_/
brag,890,1.977777778,0.099829641,29.83286778,br/&/g,_/b/r/@/g/_/_/,_/b/r/a/g/_/_/_/
braid,1152,2.56,0.116167866,33.9411255,br/eI/d,_/b/r/e/d/_/_/,_/b/r/a/i/d/_/_/
braille,2499,5.553333333,0.171995065,49.989999,br/eI/l,_/b/r/e/l/_/_/,_/b/r/a/i/l/l/e/
brain,33982,75.51555556,0.396828701,100,br/eI/n,_/b/r/e/n/_/_/,_/b/r/a/i/n/_/_/
braise,94,0.208888889,0.05,9.695359715,br/eI/z,_/b/r/e/z/_/_/,_/b/r/a/i/s/e/_/
brake,2896,6.435555556,0.183549952,53.81449619,br/eI/k,_/b/r/e/k/_/_/,_/b/r/a/k/e/_/_/
bran,971,2.157777778,0.105199185,31.1608729,br/&/n,_/b/r/@/n/_/_/,_/b/r/a/n/_/_/_/
branch,13491,29.98,0.314109613,100,br/&/n/tS/,_/b/r/@/n/C/_/,_/b/r/a/n/c/h/_/
brand,11956,26.56888889,0.303437179,100,br/&/nd,_/b/r/@/n/d/_/,_/b/r/a/n/d/_/_/
brash,897,1.993333333,0.10030632,29.94995826,br/&/S/,_/b/r/@/S/_/_/,_/b/r/a/s/h/_/_/
brass,5553,12.34,0.237024122,74.51845409,br/&/s,_/b/r/@/s/_/_/,_/b/r/a/s/s/_/_/
brat,692,1.537777778,0.08520176,26.30589288,br/&/t,_/b/r/@/t/_/_/,_/b/r/a/t/_/_/_/
brave,6592,14.64888889,0.251628616,81.19113252,br/eI/v,_/b/r/e/v/_/_/,_/b/r/a/v/e/_/_/
brawl,732,1.626666667,0.0883514,27.05549852,br/O/l,_/b/r/a/l/_/_/,_/b/r/a/w/l/_/_/
brawn,267,0.593333333,0.05,16.34013464,br/O/n,_/b/r/a/n/_/_/,_/b/r/a/w/n/_/_/
bray,87,0.193333333,0.05,9.327379053,br/eI/,_/b/r/e/_/_/_/,_/b/r/a/y/_/_/_/
breach,2523,5.606666667,0.172736613,50.22947342,br/i/tS/,_/b/r/i/C/_/_/,_/b/r/e/a/c/h/_/
bread,18481,41.06888889,0.342101893,100,br/E/d,_/b/r/E/d/_/_/,_/b/r/e/a/d/_/_/
breadth,1926,4.28,0.152229288,43.88621651,br/E/d/T/,_/b/r/E/d/T/_/,_/b/r/e/a/d/t/h/
break,72960,162.1333333,0.466091877,100,br/eI/k,_/b/r/e/k/_/_/,_/b/r/e/a/k/_/_/
breast,17519,38.93111111,0.337330543,100,br/E/st,_/b/r/E/s/t/_/,_/b/r/e/a/s/t/_/
breath,27049,60.10888889,0.376258837,100,br/E/T/,_/b/r/E/T/_/_/,_/b/r/e/a/t/h/_/
breathe,7836,17.41333333,0.266511439,88.52118391,br/i/D/,_/b/r/i/D/_/_/,_/b/r/e/a/t/h/e/
bred,1864,4.142222222,0.149810274,43.17406629,br/E/d,_/b/r/E/d/_/_/,_/b/r/e/d/_/_/_/
breech,235,0.522222222,0.05,15.32970972,br/i/tS/,_/b/r/i/C/_/_/,_/b/r/e/e/c/h/_/
